student_id,last_name,first_name,gpa,graduation_date,last_updated_at
1127,Clark,Jackson,2.70,2026-06-17,2024-11-07T12:00:00Z
1128,Ramirez,Avery,2.80,2026-06-18,2025-12-08T12:00:00Z
1129,Lewis,Mateo,2.90,2026-06-19,2020-01-09T12:00:00Z
1130,Robinson,Sofia,3.00,2026-06-20,2021-02-10T12:00:00Z
1131,Walker,Daniel,3.10,2026-06-21,2022-03-11T12:00:00Z
1132,Young,Camila,3.20,2026-06-22,2023-04-12T12:00:00Z
1133,Allen,Michael,3.30,2026-06-23,2024-05-13T12:00:00Z
1134,King,Aria,3.40,2026-06-24,2025-06-14T12:00:00Z
1135,Wright,Mason,3.50,2026-06-25,2020-07-15T12:00:00Z
1136,Scott,Scarlett,3.60,2026-06-26,2021-08-16T12:00:00Z
1137,Torres,Sebastian,3.70,2026-06-27,2022-09-17T12:00:00Z
1138,Nguyen,Victoria,3.80,2026-06-28,2023-10-18T12:00:00Z
1139,Hill,Ethan,3.90,2026-06-29,2024-11-19T12:00:00Z
1140,Flores,Madison,4.00,2026-06-30,2025-12-20T12:00:00Z
1141,Green,Logan,2.10,2026-06-01,2020-01-21T12:00:00Z
1142,Adams,Luna,2.20,2026-06-02,2021-02-22T12:00:00Z
1143,Nelson,Owen,2.30,2026-06-03,2022-03-23T12:00:00Z
1144,Baker,Grace,2.40,2026-06-04,2023-04-24T12:00:00Z
1145,Hall,Samuel,2.50,2026-06-05,2024-05-25T12:00:00Z
1146,Rivera,Chloe,2.60,2026-06-06,2025-06-26T12:00:00Z
1147,Campbell,Jacob,2.70,2026-06-07,2020-07-27T12:00:00Z
1148,Mitchell,Penelope,2.80,2026-06-08,2021-08-28T12:00:00Z
1149,Carter,Asher,2.90,2026-06-09,2022-09-01T12:00:00Z
1150,Roberts,Layla,3.00,2026-06-10,2023-10-02T12:00:00Z
1151,Smith,Noah,3.10,2026-06-11,2024-11-03T12:00:00Z
1152,Johnson,Olivia,3.20,2026-06-12,2025-12-04T12:00:00Z
1153,Williams,Liam,3.30,2026-06-13,2020-01-05T12:00:00Z
1154,Brown,Emma,3.40,2026-06-14,2021-02-06T12:00:00Z
1155,Jones,Oliver,3.50,2026-06-15,2022-03-07T12:00:00Z
1156,Garcia,Ava,3.60,2026-06-16,2023-04-08T12:00:00Z
1157,Miller,Elijah,3.70,2026-06-17,2024-05-09T12:00:00Z
1158,Davis,Sophia,3.80,2026-06-18,2025-06-10T12:00:00Z
1159,Rodriguez,James,3.90,2026-06-19,2020-07-11T12:00:00Z
1160,Martinez,Isabella,4.00,2026-06-20,2021-08-12T12:00:00Z
1161,Hernandez,William,2.10,2026-06-21,2022-09-13T12:00:00Z
1162,Lopez,Mia,2.20,2026-06-22,2023-10-14T12:00:00Z
1163,Gonzalez,Benjamin,2.30,2026-06-23,2024-11-15T12:00:00Z
1164,Wilson,Charlotte,2.40,2026-06-24,2025-12-16T12:00:00Z
1165,Anderson,Lucas,2.50,2026-06-25,2020-01-17T12:00:00Z
1166,Thomas,Amelia,2.60,2026-06-26,2021-02-18T12:00:00Z
1167,Taylor,Henry,2.70,2026-06-27,2022-03-19T12:00:00Z
1168,Moore,Harper,2.80,2026-06-28,2023-04-20T12:00:00Z
1169,Jackson,Theodore,2.90,2026-06-29,2024-05-21T12:00:00Z
1170,Martin,Evelyn,3.00,2026-06-30,2025-06-22T12:00:00Z
1171,Lee,Jack,3.10,2026-06-01,2020-07-23T12:00:00Z
1172,Perez,Abigail,3.20,2026-06-02,2021-08-24T12:00:00Z
1173,Thompson,Levi,3.30,2026-06-03,2022-09-25T12:00:00Z
1174,White,Emily,3.40,2026-06-04,2023-10-26T12:00:00Z
1175,Harris,Alexander,3.50,2026-06-05,2024-11-27T12:00:00Z
1176,Sanchez,Ella,3.60,2026-06-06,2025-12-28T12:00:00Z
1177,Clark,Jackson,3.70,2026-06-07,2020-01-01T12:00:00Z
1178,Ramirez,Avery,3.80,2026-06-08,2021-02-02T12:00:00Z
1179,Lewis,Mateo,3.90,2026-06-09,2022-03-03T12:00:00Z
1180,Robinson,Sofia,4.00,2026-06-10,2023-04-04T12:00:00Z
1181,Walker,Daniel,2.10,2026-06-11,2024-05-05T12:00:00Z
1182,Young,Camila,2.20,2026-06-12,2025-06-06T12:00:00Z
1183,Allen,Michael,2.30,2026-06-13,2020-07-07T12:00:00Z
1184,King,Aria,2.40,2026-06-14,2021-08-08T12:00:00Z
1185,Wright,Mason,2.50,2026-06-15,2022-09-09T12:00:00Z
1186,Scott,Scarlett,2.60,2026-06-16,2023-10-10T12:00:00Z
1187,Torres,Sebastian,2.70,2026-06-17,2024-11-11T12:00:00Z
1188,Nguyen,Victoria,2.80,2026-06-18,2025-12-12T12:00:00Z
1189,Hill,Ethan,2.90,2026-06-19,2020-01-13T12:00:00Z
1190,Flores,Madison,3.00,2026-06-20,2021-02-14T12:00:00Z
1191,Green,Logan,3.10,2026-06-21,2022-03-15T12:00:00Z
1192,Adams,Luna,3.20,2026-06-22,2023-04-16T12:00:00Z
1193,Nelson,Owen,3.30,2026-06-23,2024-05-17T12:00:00Z
1194,Baker,Grace,3.40,2026-06-24,2025-06-18T12:00:00Z
1195,Hall,Samuel,3.50,2026-06-25,2020-07-19T12:00:00Z
1196,Rivera,Chloe,3.60,2026-06-26,2021-08-20T12:00:00Z
1197,Campbell,Jacob,3.70,2026-06-27,2022-09-21T12:00:00Z
1198,Mitchell,Penelope,3.80,2026-06-28,2023-10-22T12:00:00Z
1199,Carter,Asher,3.90,2026-06-29,2024-11-23T12:00:00Z
1200,Roberts,Layla,4.00,2026-06-30,2025-12-24T12:00:00Z
1201,Smith,Noah,2.10,2026-06-01,2020-01-25T12:00:00Z
1202,Johnson,Olivia,2.20,2026-06-02,2021-02-26T12:00:00Z
1203,Williams,Liam,2.30,2026-06-03,2022-03-27T12:00:00Z
1204,Brown,Emma,2.40,2026-06-04,2023-04-28T12:00:00Z
1205,Jones,Oliver,2.50,2026-06-05,2024-05-01T12:00:00Z
1206,Garcia,Ava,2.60,2026-06-06,2025-06-02T12:00:00Z
1207,Miller,Elijah,2.70,2026-06-07,2020-07-03T12:00:00Z
1208,Davis,Sophia,2.80,2026-06-08,2021-08-04T12:00:00Z
1209,Rodriguez,James,2.90,2026-06-09,2022-09-05T12:00:00Z
1210,Martinez,Isabella,3.00,2026-06-10,2023-10-06T12:00:00Z
1211,Hernandez,William,3.10,2026-06-11,2024-11-07T12:00:00Z
1212,Lopez,Mia,3.20,2026-06-12,2025-12-08T12:00:00Z
1213,Gonzalez,Benjamin,3.30,2026-06-13,2020-01-09T12:00:00Z
1214,Wilson,Charlotte,3.40,2026-06-14,2021-02-10T12:00:00Z
1215,Anderson,Lucas,3.50,2026-06-15,2022-03-11T12:00:00Z
1216,Thomas,Amelia,3.60,2026-06-16,2023-04-12T12:00:00Z
1217,Taylor,Henry,3.70,2026-06-17,2024-05-13T12:00:00Z
1218,Moore,Harper,3.80,2026-06-18,2025-06-14T12:00:00Z
1219,Jackson,Theodore,3.90,2026-06-19,2020-07-15T12:00:00Z
1220,Martin,Evelyn,4.00,2026-06-20,2021-08-16T12:00:00Z
1221,Lee,Jack,2.10,2026-06-21,2022-09-17T12:00:00Z
1222,Perez,Abigail,2.20,2026-06-22,2023-10-18T12:00:00Z
1223,Thompson,Levi,2.30,2026-06-23,2024-11-19T12:00:00Z
1224,White,Emily,2.40,2026-06-24,2025-12-20T12:00:00Z
1225,Harris,Alexander,2.50,2026-06-25,2020-01-21T12:00:00Z
1226,Sanchez,Ella,2.60,2026-06-26,2021-02-22T12:00:00Z
1227,Clark,Jackson,2.70,2026-06-27,2022-03-23T12:00:00Z
1228,Ramirez,Avery,2.80,2026-06-28,2023-04-24T12:00:00Z
1229,Lewis,Mateo,2.90,2026-06-29,2024-05-25T12:00:00Z
1230,Robinson,Sofia,3.00,2026-06-30,2025-06-26T12:00:00Z
1231,Walker,Daniel,3.10,2026-06-01,2020-07-27T12:00:00Z
1232,Young,Camila,3.20,2026-06-02,2021-08-28T12:00:00Z
1233,Allen,Michael,3.30,2026-06-03,2022-09-01T12:00:00Z
1234,King,Aria,3.40,2026-06-04,2023-10-02T12:00:00Z
1235,Wright,Mason,3.50,2026-06-05,2024-11-03T12:00:00Z
1236,Scott,Scarlett,3.60,2026-06-06,2025-12-04T12:00:00Z
1237,Torres,Sebastian,3.70,2026-06-07,2020-01-05T12:00:00Z
1238,Nguyen,Victoria,3.80,2026-06-08,2021-02-06T12:00:00Z
1239,Hill,Ethan,3.90,2026-06-09,2022-03-07T12:00:00Z
1240,Flores,Madison,4.00,2026-06-10,2023-04-08T12:00:00Z
1241,Green,Logan,2.10,2026-06-11,2024-05-09T12:00:00Z
1242,Adams,Luna,2.20,2026-06-12,2025-06-10T12:00:00Z
1243,Nelson,Owen,2.30,2026-06-13,2020-07-11T12:00:00Z
1244,Baker,Grace,2.40,2026-06-14,2021-08-12T12:00:00Z
1245,Hall,Samuel,2.50,2026-06-15,2022-09-13T12:00:00Z
1246,Rivera,Chloe,2.60,2026-06-16,2023-10-14T12:00:00Z
1247,Campbell,Jacob,2.70,2026-06-17,2024-11-15T12:00:00Z
1248,Mitchell,Penelope,2.80,2026-06-18,2025-12-16T12:00:00Z
1249,Carter,Asher,2.90,2026-06-19,2020-01-17T12:00:00Z
1250,Roberts,Layla,3.00,2026-06-20,2021-02-18T12:00:00Z
1251,Smith,Noah,3.10,2026-06-21,2022-03-19T12:00:00Z
1252,Johnson,Olivia,3.20,2026-06-22,2023-04-20T12:00:00Z
1253,Williams,Liam,3.30,2026-06-23,2024-05-21T12:00:00Z
1254,Brown,Emma,3.40,2026-06-24,2025-06-22T12:00:00Z
1255,Jones,Oliver,3.50,2026-06-25,2020-07-23T12:00:00Z
1256,Garcia,Ava,3.60,2026-06-26,2021-08-24T12:00:00Z
1257,Miller,Elijah,3.70,2026-06-27,2022-09-25T12:00:00Z
1258,Davis,Sophia,3.80,2026-06-28,2023-10-26T12:00:00Z
1259,Rodriguez,James,3.90,2026-06-29,2024-11-27T12:00:00Z
1260,Martinez,Isabella,4.00,2026-06-30,2025-12-28T12:00:00Z
1261,Hernandez,William,2.10,2026-06-01,2020-01-01T12:00:00Z
1262,Lopez,Mia,2.20,2026-06-02,2021-02-02T12:00:00Z
1263,Gonzalez,Benjamin,2.30,2026-06-03,2022-03-03T12:00:00Z
1264,Wilson,Charlotte,2.40,2026-06-04,2023-04-04T12:00:00Z
1265,Anderson,Lucas,2.50,2026-06-05,2024-05-05T12:00:00Z
1266,Thomas,Amelia,2.60,2026-06-06,2025-06-06T12:00:00Z
1267,Taylor,Henry,2.70,2026-06-07,2020-07-07T12:00:00Z
1268,Moore,Harper,2.80,2026-06-08,2021-08-08T12:00:00Z
1269,Jackson,Theodore,2.90,2026-06-09,2022-09-09T12:00:00Z
1270,Martin,Evelyn,3.00,2026-06-10,2023-10-10T12:00:00Z
1271,Lee,Jack,3.10,2026-06-11,2024-11-11T12:00:00Z
1272,Perez,Abigail,3.20,2026-06-12,2025-12-12T12:00:00Z
1273,Thompson,Levi,3.30,2026-06-13,2020-01-13T12:00:00Z
1274,White,Emily,3.40,2026-06-14,2021-02-14T12:00:00Z
1275,Harris,Alexander,3.50,2026-06-15,2022-03-15T12:00:00Z
1276,Sanchez,Ella,3.60,2026-06-16,2023-04-16T12:00:00Z
1277,Clark,Jackson,3.70,2026-06-17,2024-05-17T12:00:00Z
1278,Ramirez,Avery,3.80,2026-06-18,2025-06-18T12:00:00Z
1279,Lewis,Mateo,3.90,2026-06-19,2020-07-19T12:00:00Z
1280,Robinson,Sofia,4.00,2026-06-20,2021-08-20T12:00:00Z
1281,Walker,Daniel,2.10,2026-06-21,2022-09-21T12:00:00Z
1282,Young,Camila,2.20,2026-06-22,2023-10-22T12:00:00Z
1283,Allen,Michael,2.30,2026-06-23,2024-11-23T12:00:00Z
1284,King,Aria,2.40,2026-06-24,2025-12-24T12:00:00Z
1285,Wright,Mason,2.50,2026-06-25,2020-01-25T12:00:00Z
1286,Scott,Scarlett,2.60,2026-06-26,2021-02-26T12:00:00Z
1287,Torres,Sebastian,2.70,2026-06-27,2022-03-27T12:00:00Z
1288,Nguyen,Victoria,2.80,2026-06-28,2023-04-28T12:00:00Z
1289,Hill,Ethan,2.90,2026-06-29,2024-05-01T12:00:00Z
1290,Flores,Madison,3.00,2026-06-30,2025-06-02T12:00:00Z
1291,Green,Logan,3.10,2026-06-01,2020-07-03T12:00:00Z
1292,Adams,Luna,3.20,2026-06-02,2021-08-04T12:00:00Z
1293,Nelson,Owen,3.30,2026-06-03,2022-09-05T12:00:00Z
1294,Baker,Grace,3.40,2026-06-04,2023-10-06T12:00:00Z
1295,Hall,Samuel,3.50,2026-06-05,2024-11-07T12:00:00Z
1296,Rivera,Chloe,3.60,2026-06-06,2025-12-08T12:00:00Z
1297,Campbell,Jacob,3.70,2026-06-07,2020-01-09T12:00:00Z
1298,Mitchell,Penelope,3.80,2026-06-08,2021-02-10T12:00:00Z
1299,Carter,Asher,3.90,2026-06-09,2022-03-11T12:00:00Z
1300,Roberts,Layla,4.00,2026-06-10,2023-04-12T12:00:00Z
1301,Smith,Noah,2.10,2026-06-11,2024-05-13T12:00:00Z
1302,Johnson,Olivia,2.20,2026-06-12,2025-06-14T12:00:00Z
1303,Williams,Liam,2.30,2026-06-13,2020-07-15T12:00:00Z
1304,Brown,Emma,2.40,2026-06-14,2021-08-16T12:00:00Z
1305,Jones,Oliver,2.50,2026-06-15,2022-09-17T12:00:00Z
1306,Garcia,Ava,2.60,2026-06-16,2023-10-18T12:00:00Z
1307,Miller,Elijah,2.70,2026-06-17,2024-11-19T12:00:00Z
1308,Davis,Sophia,2.80,2026-06-18,2025-12-20T12:00:00Z
1309,Rodriguez,James,2.90,2026-06-19,2020-01-21T12:00:00Z
1310,Martinez,Isabella,3.00,2026-06-20,2021-02-22T12:00:00Z
1311,Hernandez,William,3.10,2026-06-21,2022-03-23T12:00:00Z
1312,Lopez,Mia,3.20,2026-06-22,2023-04-24T12:00:00Z
1313,Gonzalez,Benjamin,3.30,2026-06-23,2024-05-25T12:00:00Z
1314,Wilson,Charlotte,3.40,2026-06-24,2025-06-26T12:00:00Z
1315,Anderson,Lucas,3.50,2026-06-25,2020-07-27T12:00:00Z
1316,Thomas,Amelia,3.60,2026-06-26,2021-08-28T12:00:00Z
1317,Taylor,Henry,3.70,2026-06-27,2022-09-01T12:00:00Z
1318,Moore,Harper,3.80,2026-06-28,2023-10-02T12:00:00Z
1319,Jackson,Theodore,3.90,2026-06-29,2024-11-03T12:00:00Z
1320,Martin,Evelyn,4.00,2026-06-30,2025-12-04T12:00:00Z
1321,Lee,Jack,2.10,2026-06-01,2020-01-05T12:00:00Z
1322,Perez,Abigail,2.20,2026-06-02,2021-02-06T12:00:00Z
1323,Thompson,Levi,2.30,2026-06-03,2022-03-07T12:00:00Z
1324,White,Emily,2.40,2026-06-04,2023-04-08T12:00:00Z
1325,Harris,Alexander,2.50,2026-06-05,2024-05-09T12:00:00Z
1326,Sanchez,Ella,2.60,2026-06-06,2025-06-10T12:00:00Z
1327,Clark,Jackson,2.70,2026-06-07,2020-07-11T12:00:00Z
1328,Ramirez,Avery,2.80,2026-06-08,2021-08-12T12:00:00Z
1329,Lewis,Mateo,2.90,2026-06-09,2022-09-13T12:00:00Z
1330,Robinson,Sofia,3.00,2026-06-10,2023-10-14T12:00:00Z
1331,Walker,Daniel,3.10,2026-06-11,2024-11-15T12:00:00Z
1332,Young,Camila,3.20,2026-06-12,2025-12-16T12:00:00Z
1333,Allen,Michael,3.30,2026-06-13,2020-01-17T12:00:00Z
1334,King,Aria,3.40,2026-06-14,2021-02-18T12:00:00Z
1335,Wright,Mason,3.50,2026-06-15,2022-03-19T12:00:00Z
1336,Scott,Scarlett,3.60,2026-06-16,2023-04-20T12:00:00Z
1337,Torres,Sebastian,3.70,2026-06-17,2024-05-21T12:00:00Z
1338,Nguyen,Victoria,3.80,2026-06-18,2025-06-22T12:00:00Z
1339,Hill,Ethan,3.90,2026-06-19,2020-07-23T12:00:00Z
1340,Flores,Madison,4.00,2026-06-20,2021-08-24T12:00:00Z
1341,Green,Logan,2.10,2026-06-21,2022-09-25T12:00:00Z
1342,Adams,Luna,2.20,2026-06-22,2023-10-26T12:00:00Z
1343,Nelson,Owen,2.30,2026-06-23,2024-11-27T12:00:00Z
1344,Baker,Grace,2.40,2026-06-24,2025-12-28T12:00:00Z
1345,Hall,Samuel,2.50,2026-06-25,2020-01-01T12:00:00Z
1346,Rivera,Chloe,2.60,2026-06-26,2021-02-02T12:00:00Z
1347,Campbell,Jacob,2.70,2026-06-27,2022-03-03T12:00:00Z
1348,Mitchell,Penelope,2.80,2026-06-28,2023-04-04T12:00:00Z
1349,Carter,Asher,2.90,2026-06-29,2024-05-05T12:00:00Z
1350,Roberts,Layla,3.00,2026-06-30,2025-06-06T12:00:00Z
1351,Smith,Noah,3.10,2026-06-01,2020-07-07T12:00:00Z
1352,Johnson,Olivia,3.20,2026-06-02,2021-08-08T12:00:00Z
1353,Williams,Liam,3.30,2026-06-03,2022-09-09T12:00:00Z
1354,Brown,Emma,3.40,2026-06-04,2023-10-10T12:00:00Z
1355,Jones,Oliver,3.50,2026-06-05,2024-11-11T12:00:00Z
1356,Garcia,Ava,3.60,2026-06-06,2025-12-12T12:00:00Z
1357,Miller,Elijah,3.70,2026-06-07,2020-01-13T12:00:00Z
1358,Davis,Sophia,3.80,2026-06-08,2021-02-14T12:00:00Z
1359,Rodriguez,James,3.90,2026-06-09,2022-03-15T12:00:00Z
1360,Martinez,Isabella,4.00,2026-06-10,2023-04-16T12:00:00Z
1361,Hernandez,William,2.10,2026-06-11,2024-05-17T12:00:00Z
1362,Lopez,Mia,2.20,2026-06-12,2025-06-18T12:00:00Z
1363,Gonzalez,Benjamin,2.30,2026-06-13,2020-07-19T12:00:00Z
1364,Wilson,Charlotte,2.40,2026-06-14,2021-08-20T12:00:00Z
1365,Anderson,Lucas,2.50,2026-06-15,2022-09-21T12:00:00Z
1366,Thomas,Amelia,2.60,2026-06-16,2023-10-22T12:00:00Z
1367,Taylor,Henry,2.70,2026-06-17,2024-11-23T12:00:00Z
1368,Moore,Harper,2.80,2026-06-18,2025-12-24T12:00:00Z
1369,Jackson,Theodore,2.90,2026-06-19,2020-01-25T12:00:00Z
1370,Martin,Evelyn,3.00,2026-06-20,2021-02-26T12:00:00Z
1371,Lee,Jack,3.10,2026-06-21,2022-03-27T12:00:00Z
1372,Perez,Abigail,3.20,2026-06-22,2023-04-28T12:00:00Z
1373,Thompson,Levi,3.30,2026-06-23,2024-05-01T12:00:00Z
1374,White,Emily,3.40,2026-06-24,2025-06-02T12:00:00Z
1375,Harris,Alexander,3.50,2026-06-25,2020-07-03T12:00:00Z
1376,Sanchez,Ella,3.60,2026-06-26,2021-08-04T12:00:00Z
1377,Clark,Jackson,3.70,2026-06-27,2022-09-05T12:00:00Z
1378,Ramirez,Avery,3.80,2026-06-28,2023-10-06T12:00:00Z
1379,Lewis,Mateo,3.90,2026-06-29,2024-11-07T12:00:00Z
1380,Robinson,Sofia,4.00,2026-06-30,2025-12-08T12:00:00Z
1381,Walker,Daniel,2.10,2026-06-01,2020-01-09T12:00:00Z
1382,Young,Camila,2.20,2026-06-02,2021-02-10T12:00:00Z
1383,Allen,Michael,2.30,2026-06-03,2022-03-11T12:00:00Z
1384,King,Aria,2.40,2026-06-04,2023-04-12T12:00:00Z
1385,Wright,Mason,2.50,2026-06-05,2024-05-13T12:00:00Z
1386,Scott,Scarlett,2.60,2026-06-06,2025-06-14T12:00:00Z
1387,Torres,Sebastian,2.70,2026-06-07,2020-07-15T12:00:00Z
1388,Nguyen,Victoria,2.80,2026-06-08,2021-08-16T12:00:00Z
1389,Hill,Ethan,2.90,2026-06-09,2022-09-17T12:00:00Z
1390,Flores,Madison,3.00,2026-06-10,2023-10-18T12:00:00Z
1391,Green,Logan,3.10,2026-06-11,2024-11-19T12:00:00Z
1392,Adams,Luna,3.20,2026-06-12,2025-12-20T12:00:00Z
1393,Nelson,Owen,3.30,2026-06-13,2020-01-21T12:00:00Z
1394,Baker,Grace,3.40,2026-06-14,2021-02-22T12:00:00Z
1395,Hall,Samuel,3.50,2026-06-15,2022-03-23T12:00:00Z
1396,Rivera,Chloe,3.60,2026-06-16,2023-04-24T12:00:00Z
1397,Campbell,Jacob,3.70,2026-06-17,2024-05-25T12:00:00Z
1398,Mitchell,Penelope,3.80,2026-06-18,2025-06-26T12:00:00Z
1399,Carter,Asher,3.90,2026-06-19,2020-07-27T12:00:00Z
1400,Roberts,Layla,4.00,2026-06-20,2021-08-28T12:00:00Z
1401,Smith,Noah,2.10,2026-06-21,2022-09-01T12:00:00Z
1402,Johnson,Olivia,2.20,2026-06-22,2023-10-02T12:00:00Z
1403,Williams,Liam,2.30,2026-06-23,2024-11-03T12:00:00Z
1404,Brown,Emma,2.40,2026-06-24,2025-12-04T12:00:00Z
1405,Jones,Oliver,2.50,2026-06-25,2020-01-05T12:00:00Z
1406,Garcia,Ava,2.60,2026-06-26,2021-02-06T12:00:00Z
1407,Miller,Elijah,2.70,2026-06-27,2022-03-07T12:00:00Z
1408,Davis,Sophia,2.80,2026-06-28,2023-04-08T12:00:00Z
1409,Rodriguez,James,2.90,2026-06-29,2024-05-09T12:00:00Z
1410,Martinez,Isabella,3.00,2026-06-30,2025-06-10T12:00:00Z
1411,Hernandez,William,3.10,2026-06-01,2020-07-11T12:00:00Z
1412,Lopez,Mia,3.20,2026-06-02,2021-08-12T12:00:00Z
1413,Gonzalez,Benjamin,3.30,2026-06-03,2022-09-13T12:00:00Z
1414,Wilson,Charlotte,3.40,2026-06-04,2023-10-14T12:00:00Z
1415,Anderson,Lucas,3.50,2026-06-05,2024-11-15T12:00:00Z
1416,Thomas,Amelia,3.60,2026-06-06,2025-12-16T12:00:00Z
1417,Taylor,Henry,3.70,2026-06-07,2020-01-17T12:00:00Z
1418,Moore,Harper,3.80,2026-06-08,2021-02-18T12:00:00Z
1419,Jackson,Theodore,3.90,2026-06-09,2022-03-19T12:00:00Z
1420,Martin,Evelyn,4.00,2026-06-10,2023-04-20T12:00:00Z
1421,Lee,Jack,2.10,2026-06-11,2024-05-21T12:00:00Z
1422,Perez,Abigail,2.20,2026-06-12,2025-06-22T12:00:00Z
1423,Thompson,Levi,2.30,2026-06-13,2020-07-23T12:00:00Z
1424,White,Emily,2.40,2026-06-14,2021-08-24T12:00:00Z
1425,Harris,Alexander,2.50,2026-06-15,2022-09-25T12:00:00Z
1426,Sanchez,Ella,2.60,2026-06-16,2023-10-26T12:00:00Z
1427,Clark,Jackson,2.70,2026-06-17,2024-11-27T12:00:00Z
1428,Ramirez,Avery,2.80,2026-06-18,2025-12-28T12:00:00Z
1429,Lewis,Mateo,2.90,2026-06-19,2020-01-01T12:00:00Z
1430,Robinson,Sofia,3.00,2026-06-20,2021-02-02T12:00:00Z
1431,Walker,Daniel,3.10,2026-06-21,2022-03-03T12:00:00Z
1432,Young,Camila,3.20,2026-06-22,2023-04-04T12:00:00Z
1433,Allen,Michael,3.30,2026-06-23,2024-05-05T12:00:00Z
1434,King,Aria,3.40,2026-06-24,2025-06-06T12:00:00Z
1435,Wright,Mason,3.50,2026-06-25,2020-07-07T12:00:00Z
1436,Scott,Scarlett,3.60,2026-06-26,2021-08-08T12:00:00Z
1437,Torres,Sebastian,3.70,2026-06-27,2022-09-09T12:00:00Z
1438,Nguyen,Victoria,3.80,2026-06-28,2023-10-10T12:00:00Z
1439,Hill,Ethan,3.90,2026-06-29,2024-11-11T12:00:00Z
1440,Flores,Madison,4.00,2026-06-30,2025-12-12T12:00:00Z
1441,Green,Logan,2.10,2026-06-01,2020-01-13T12:00:00Z
1442,Adams,Luna,2.20,2026-06-02,2021-02-14T12:00:00Z
1443,Nelson,Owen,2.30,2026-06-03,2022-03-15T12:00:00Z
1444,Baker,Grace,2.40,2026-06-04,2023-04-16T12:00:00Z
1445,Hall,Samuel,2.50,2026-06-05,2024-05-17T12:00:00Z
1446,Rivera,Chloe,2.60,2026-06-06,2025-06-18T12:00:00Z
1447,Campbell,Jacob,2.70,2026-06-07,2020-07-19T12:00:00Z
1448,Mitchell,Penelope,2.80,2026-06-08,2021-08-20T12:00:00Z
1449,Carter,Asher,2.90,2026-06-09,2022-09-21T12:00:00Z
1450,Roberts,Layla,3.00,2026-06-10,2023-10-22T12:00:00Z
1451,Smith,Noah,3.10,2026-06-11,2024-11-23T12:00:00Z
1452,Johnson,Olivia,3.20,2026-06-12,2025-12-24T12:00:00Z
1453,Williams,Liam,3.30,2026-06-13,2020-01-25T12:00:00Z
1454,Brown,Emma,3.40,2026-06-14,2021-02-26T12:00:00Z
1455,Jones,Oliver,3.50,2026-06-15,2022-03-27T12:00:00Z
1456,Garcia,Ava,3.60,2026-06-16,2023-04-28T12:00:00Z
1457,Miller,Elijah,3.70,2026-06-17,2024-05-01T12:00:00Z
1458,Davis,Sophia,3.80,2026-06-18,2025-06-02T12:00:00Z
1459,Rodriguez,James,3.90,2026-06-19,2020-07-03T12:00:00Z
1460,Martinez,Isabella,4.00,2026-06-20,2021-08-04T12:00:00Z
1461,Hernandez,William,2.10,2026-06-21,2022-09-05T12:00:00Z
1462,Lopez,Mia,2.20,2026-06-22,2023-10-06T12:00:00Z
1463,Gonzalez,Benjamin,2.30,2026-06-23,2024-11-07T12:00:00Z
1464,Wilson,Charlotte,2.40,2026-06-24,2025-12-08T12:00:00Z
1465,Anderson,Lucas,2.50,2026-06-25,2020-01-09T12:00:00Z
1466,Thomas,Amelia,2.60,2026-06-26,2021-02-10T12:00:00Z
1467,Taylor,Henry,2.70,2026-06-27,2022-03-11T12:00:00Z
1468,Moore,Harper,2.80,2026-06-28,2023-04-12T12:00:00Z
1469,Jackson,Theodore,2.90,2026-06-29,2024-05-13T12:00:00Z
1470,Martin,Evelyn,3.00,2026-06-30,2025-06-14T12:00:00Z
1471,Lee,Jack,3.10,2026-06-01,2020-07-15T12:00:00Z
1472,Perez,Abigail,3.20,2026-06-02,2021-08-16T12:00:00Z
1473,Thompson,Levi,3.30,2026-06-03,2022-09-17T12:00:00Z
1474,White,Emily,3.40,2026-06-04,2023-10-18T12:00:00Z
1475,Harris,Alexander,3.50,2026-06-05,2024-11-19T12:00:00Z
1476,Sanchez,Ella,3.60,2026-06-06,2025-12-20T12:00:00Z
1477,Clark,Jackson,3.70,2026-06-07,2020-01-21T12:00:00Z
1478,Ramirez,Avery,3.80,2026-06-08,2021-02-22T12:00:00Z
1479,Lewis,Mateo,3.90,2026-06-09,2022-03-23T12:00:00Z
1480,Robinson,Sofia,4.00,2026-06-10,2023-04-24T12:00:00Z
1481,Walker,Daniel,2.10,2026-06-11,2024-05-25T12:00:00Z
1482,Young,Camila,2.20,2026-06-12,2025-06-26T12:00:00Z
1483,Allen,Michael,2.30,2026-06-13,2020-07-27T12:00:00Z
1484,King,Aria,2.40,2026-06-14,2021-08-28T12:00:00Z
1485,Wright,Mason,2.50,2026-06-15,2022-09-01T12:00:00Z
1486,Scott,Scarlett,2.60,2026-06-16,2023-10-02T12:00:00Z
1487,Torres,Sebastian,2.70,2026-06-17,2024-11-03T12:00:00Z
1488,Nguyen,Victoria,2.80,2026-06-18,2025-12-04T12:00:00Z
1489,Hill,Ethan,2.90,2026-06-19,2020-01-05T12:00:00Z
1490,Flores,Madison,3.00,2026-06-20,2021-02-06T12:00:00Z
1491,Green,Logan,3.10,2026-06-21,2022-03-07T12:00:00Z
1492,Adams,Luna,3.20,2026-06-22,2023-04-08T12:00:00Z
1493,Nelson,Owen,3.30,2026-06-23,2024-05-09T12:00:00Z
